location_id,prediction_period_start,admin1_region,admin2_zone,admin3_woreda,high_surveillance_risk_probability,poor_stool_adequacy_probability,delayed_reporting_probability,under_vaccinated_afp_probability,suspected_poliovirus_probability,alert_level,alert_role,source_zone_high_risk_count,source_zone_max_high_surveillance_risk_probability,source_zone_top_source_woreda,alert_reasons,recommended_action
ETH:ET080109,2026-01-01,South Ethiopia,Wolayita,Damot Sore,0.001983892,0.07461072,0.31270826,0.3007748,0.12824161,critical,high_risk_source,5,0.036849186,Boloso Bombe,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET040217,2026-01-01,Oromia,East Wellega,Kiremu,0.0019616652,0.4105621,0.49838215,0.23407747,0.09366503,critical,high_risk_source,4,0.0019616652,Kiremu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:1062041c28ed,2026-01-01,Oromia,West Wellega,Nedjo Rural,0.0019312449,0.29718578,0.64961046,0.2614815,0.09837194,critical,high_risk_source,4,0.025295088,Leta Sibu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:d8f775650b15,2026-01-01,Oromia,East Hararge,Dadar,0.0018919269,0.17736095,0.59475875,0.2487954,0.15780912,critical,high_risk_source,12,0.03184408,Fadis,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET080215,2026-01-01,South Ethiopia,Gamo,Kemba Zuria,0.0018452281,0.14215685,0.20755169,0.18731731,0.0546937,critical,high_risk_source,3,0.011783849,Arbaminch Zuria,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:73eaa3b43c48,2026-01-01,Oromia,East Borena,Gumi Eldalo,0.0018282676,0.24567476,0.5659392,0.221821,0.13763101,critical,high_risk_source,4,0.022674123,Madawalabu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:200e02d8876e,2026-01-01,Sidama,Southern Sidama,Teticha,0.0017485006,0.26555085,0.6026081,0.28261724,0.09475225,critical,high_risk_source,3,0.0034245749,Teticha,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:a24f696686ce,2026-01-01,South Ethiopia,Gedeo,Wenago Woreda,0.0017485006,0.4087178,0.8153654,0.072376564,0.2495347,critical,high_risk_source,2,0.025382634,Chorso,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:bbaca657e811,2026-01-01,Central Ethiopia,Siliti,West azernet,0.0017485006,0.42221478,0.5925109,0.2195345,0.43814498,critical,high_risk_source,4,0.08312561,West azernet,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:2a1e0da17b98,2026-01-01,Amhara,South Wolo,Kutaber,0.0016867548,0.23124738,0.6718296,0.18111844,0.093242586,critical,high_risk_source,4,0.016548814,Kallu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:c51c5a63cfaa,2026-01-01,Benishangul Gumuz,Assosa,Abrahamo,0.0016867548,0.16407298,0.3991895,0.17247629,0.2481294,critical,high_risk_source,2,0.010120103,Abrahamo,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:e81816daa521,2026-01-01,Tigray,Eastern Tigray,Subhasaesie,0.0016867548,0.2555944,0.6733323,0.18879482,0.26982963,critical,high_risk_source,2,0.0016867548,Subhasaesie,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:03a9b3e05c71,2026-01-01,Central Ethiopia,Yem,Yem,0.0016799538,0.3722917,0.5577233,0.16985403,0.62136275,critical,high_risk_source,1,0.0016799538,Yem,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:22f3c52f07d1,2026-01-01,Amhara,South Gonder,Fogera,0.0016799538,0.2197395,0.55197483,0.17006427,0.11809286,critical,high_risk_source,6,0.003749955,Libo kemkem,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:9477f38bc6a0,2026-01-01,Afar,Zone 1,Kori,0.001666626,0.07361767,0.46882316,0.17837335,0.095383056,critical,high_risk_source,2,0.001666626,Kori,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET060201,2026-01-01,Benishangul Gumuz,Metekel,Dangur,0.0016586004,0.19558792,0.538386,0.20471431,0.4714884,critical,high_risk_source,2,0.0016586004,Dangur,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET040608,2026-01-01,Oromia,North Shewa (OR),Wuchale,0.0015684293,0.2723129,0.828146,0.08900135,0.29050872,critical,high_risk_source,3,0.07980209,Aleltu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:baf746252a25,2026-01-01,Sidama,East Sidama,Daye TA,0.0015684293,0.2723129,0.828146,0.08900135,0.29050872,critical,high_risk_source,5,0.0021162068,Hoko,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:6e8cca7e8cbd,2026-01-01,Amhara,Awi,Fagita Lekoma,0.0015262659,0.34976974,0.48554322,0.09713532,0.49676675,critical,high_risk_source,2,0.0015262659,Fagita Lekoma,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:28cd09c76798,2026-01-01,Oromia,West Shewa,Elu Gelan,0.0014938477,0.07718276,0.26466307,0.23572248,0.07606571,critical,high_risk_source,5,0.09434032,Jeldu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:9670681bafdc,2026-01-01,Oromia,East Hararge,Gurawa,0.0014834286,0.1622866,0.35251004,0.0851935,0.3063592,critical,high_risk_source,12,0.03184408,Fadis,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:717a41aeef77,2026-01-01,Amhara,North Wollo,Lasta,0.0014752988,0.15649065,0.63259995,0.21278393,0.24933878,critical,high_risk_source,7,0.003540008,Meket,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:58474baf1627,2026-01-01,Oromia,Arsi,ZEWAY DUGDA,0.0014522666,0.14957322,0.5762245,0.32176548,0.07231886,critical,high_risk_source,10,0.19695368,DEKSIS,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:25d36f55accd,2026-01-01,Amhara,West Gondar,West arimachiho,0.0014415632,0.14646293,0.4170773,0.07307793,0.29946426,critical,high_risk_source,2,0.0014415632,West arimachiho,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:022044a2f0f3,2026-01-01,Amhara,North Gojjam,Semen Mecha,0.0014356353,0.33526057,0.6010459,0.3234415,0.20178188,critical,high_risk_source,3,0.0014356353,Semen Mecha,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:c37e9708e47b,2026-01-01,Tigray,North Western,Laelay Adiabo,0.0014307969,0.36005953,0.4771882,0.18936168,0.24843222,critical,high_risk_source,3,0.0028325673,Laelay Adiabo,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:edd9b9fea2f1,2026-01-01,Oromia,East Hararge,Kurfa chale,0.0014138119,0.08357911,0.594309,0.4557646,0.44776964,critical,high_risk_source,12,0.03184408,Fadis,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:a77c22727bb9,2026-01-01,Amhara,West Gojjam,Bure Zuria,0.0013642072,0.3665829,0.67152417,0.17201331,0.47371984,critical,high_risk_source,4,0.0023242338,Bure Zuria,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:883d6c4c4280,2026-01-01,Amhara,South Wolo,Tehuledere,0.0013362232,0.08658597,0.37882602,0.112580635,0.2481765,critical,high_risk_source,4,0.016548814,Kallu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:42038cbb00e6,2026-01-01,Amhara,North Shewa (AM),Gishe,0.0013343596,0.11322893,0.48863727,0.18409401,0.30542937,critical,high_risk_source,9,0.014617951,Angolela,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:444dd210a191,2026-01-01,Amhara,South Gonder,Woreta,0.0013270014,0.18282366,0.24624191,0.30506748,0.091884024,critical,high_risk_source,6,0.003749955,Libo kemkem,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:3f6cb62bb4bc,2026-01-01,Amhara,East Gojjam,Motta,0.0012807596,0.3471878,0.36715806,0.07596,0.13480411,critical,high_risk_source,7,0.008097793,Mesikan,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:7a132d316598,2026-01-01,Amhara,East Gojjam,Awabel,0.001253809,0.43746033,0.6443262,0.22029454,0.41733888,critical,high_risk_source,7,0.008097793,Mesikan,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:445ff51cfd7f,2026-01-01,Tigray,Central Tigray,Naeder,0.0012365215,0.13755739,0.31627336,0.098778814,0.22842544,critical,high_risk_source,3,0.0037629856,Rama,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET040816,2026-01-01,Oromia,Arsi,TIYO,0.0012100235,0.18649438,0.5254966,0.09252468,0.24154696,critical,high_risk_source,10,0.19695368,DEKSIS,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:6aa12596ab01,2026-01-01,Central Ethiopia,East Guraghie,Mesikan,0.0012046896,0.08456327,0.50446,0.14347781,0.076150484,critical,high_risk_source,2,0.0012046896,Mesikan,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:8991d7b6a157,2026-01-01,Amhara,East Gojjam,Bibugn,0.0011653345,0.08592891,0.5824693,0.18578433,0.10738378,critical,high_risk_source,7,0.008097793,Mesikan,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:8b30ebc86653,2026-01-01,Oromia,West Hararge,Doba WorHO,0.0010771382,0.09914266,0.5027118,0.17300166,0.25806192,critical,high_risk_source,4,0.010975016,Anchar WorHO,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:9931f0631808,2026-01-01,Somali,ERAR,Hamaro,0.0010771382,0.069150455,0.42950213,0.31424978,0.053288355,critical,high_risk_source,2,0.0063074664,Hamaro,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:1e786b76cf9f,2026-01-01,Sidama,East Sidama,Chire,0.0010735231,0.13360952,0.6481894,0.3231074,0.067934595,critical,high_risk_source,5,0.0021162068,Hoko,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:8e44be9c543f,2026-01-01,Amhara,West Gojjam,Bure Town,0.001009876,0.2695072,0.46056026,0.15732886,0.43061844,critical,high_risk_source,4,0.0023242338,Bure Zuria,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:b66de35b86ab,2026-01-01,Oromia,East Hararge,Bedano,0.0010078959,0.027396182,0.340936,0.22447804,0.060945295,critical,high_risk_source,12,0.03184408,Fadis,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:968c65df3c85,2026-01-01,Addis Ababa,Kolfe - Keraniyo,Kolfe Keraniyo,0.0010061623,0.09465923,0.26216385,0.18906325,0.26483932,critical,high_risk_source,1,0.0010061623,Kolfe Keraniyo,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:1aeebd0114d1,2026-01-01,Oromia,Horo Gudru,Shambu Town,0.0009857734,0.07445403,0.8031836,0.128259,0.08129187,critical,high_risk_source,2,0.005099509,Shambu Town,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:d5631e94ccb1,2026-01-01,Oromia,Arsi,LODE HETOSA,0.0008823982,0.13594921,0.57625955,0.21186645,0.06965329,critical,high_risk_source,10,0.19695368,DEKSIS,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:29abd0bead86,2026-01-01,Amhara,East Gojjam,Enarj Enawuga,0.00086930563,0.01563426,0.33541337,0.39534092,0.16172977,critical,high_risk_source,7,0.008097793,Mesikan,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:068e9f7dcbeb,2026-01-01,Amhara,Bahir Dar,Bahirdar,0.0008622577,0.02963119,0.46710944,0.24576896,0.12135363,critical,high_risk_source,1,0.0008622577,Bahirdar,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:cf520f793a69,2026-01-01,South West Ethiopia,Konta,Ameya City Adiministration,0.0006833812,0.113189615,0.3434142,0.08390525,0.18201588,critical,high_risk_source,1,0.0006833812,Ameya City Adiministration,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:505706c9acae,2026-01-01,Oromia,KELEM,Lalo Kile,0.00050883775,0.25485253,0.29660034,0.21648487,0.27143264,critical,high_risk_source,3,0.0041727084,Anfilo,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:103a2f5ca671,2026-01-01,Oromia,West Wellega,Bodji Dirmaji,0.0005041884,0.11533822,0.3258855,0.18425515,0.05192226,critical,high_risk_source,4,0.025295088,Leta Sibu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:d032c6f6f367,2026-01-01,Sidama,East Sidama,Bensa,0.00048759443,0.24849637,0.33444372,0.12189748,0.20525508,critical,high_risk_source,5,0.0021162068,Hoko,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:5c6c941f7516,2026-01-01,Central Ethiopia,Siliti,Hulbareg,0.0004824122,0.14767584,0.45781937,0.13899496,0.2837573,critical,high_risk_source,4,0.08312561,West azernet,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET040316,2026-01-01,Oromia,Ilu Aba Bora,Hurumu,0.00035719207,0.09241995,0.6276692,0.16921471,0.2314034,critical,high_risk_source,2,0.0032337157,Allee,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET070215,2026-01-01,Central Ethiopia,Hadiya,Ameka,0.00032733486,0.048359677,0.6551146,0.13067316,0.3413316,critical,high_risk_source,3,0.013723275,Ameka,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:b0453cbefa27,2026-01-01,Oromia,East Hararge,Jarsoo,0.000324178,0.12430037,0.33392453,0.087178774,0.0874919,critical,high_risk_source,12,0.03184408,Fadis,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET040819,2026-01-01,Oromia,Arsi,GUNA,0.00032229422,0.08043841,0.35483453,0.12771678,0.06400756,critical,high_risk_source,10,0.19695368,DEKSIS,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:98abb53ca0fa,2026-01-01,Sidama,Southern Sidama,Aleta Wondo,0.00030931763,0.049689565,0.4235161,0.25320452,0.2767073,critical,high_risk_source,3,0.0034245749,Teticha,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:9ca3056e3833,2026-01-01,Oromia,East Hararge,Kombolchaa,0.00030559793,0.059502453,0.36335585,0.114487246,0.09232451,critical,high_risk_source,12,0.03184408,Fadis,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:5bf41d5dcc58,2026-01-01,Tigray,Eastern Tigray,Ganta Afeshum,0.00030399766,0.024580222,0.36793682,0.4238975,0.12651947,critical,high_risk_source,2,0.0016867548,Subhasaesie,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:68a19845c1c4,2026-01-01,Amhara,North Shewa (AM),H/Mariam,0.00022832832,0.040861495,0.43597174,0.12059443,0.11941695,critical,high_risk_source,9,0.014617951,Angolela,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
